Symbol, StockName,Sector,Industry,Currency,Sector
6188.HK,BJ DIGITAL,Consumer Cyclical,Specialty Retail,HKD,Equity Securities (Main Board)
6189.HK,ADWAY,NaN,NaN,HKD,Equity Securities (Main Board)
6190.HK,BANKOFJIUJIANG,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
6193.HK,TAILAM TECHCON,NaN,NaN,HKD,Equity Securities (Main Board)
6196.HK,BANKOFZHENGZHOU,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
6198.HK,QINGDAO PORT,Industrials,Marine Shipping,CNY,Equity Securities (Main Board)
6199.HK,BANK OF GUIZHOU,NaN,NaN,HKD,Equity Securities (Main Board)
6288.HK,FAST RETAIL-DRS,NaN,NaN,HKD,Depositary Receipts
6805.HK,KIMOU ENVIRON,Industrials,Waste Management,HKD,Equity Securities (Main Board)
6806.HK,SWHY,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
6808.HK,SUNART RETAIL,Consumer Cyclical,Department Stores,CNY,Equity Securities (Main Board)
6811.HK,TAI HING GROUP,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
6816.HK,PROSPER CONS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
6818.HK,CEB BANK,Financial Services,Banks&Regional,CNY,Equity Securities (Main Board)
6819.HK,INTELLICENTRICS,NaN,NaN,HKD,Equity Securities (Main Board)
6820.HK,FRIENDTIMES,Communication Services,Electronic Gaming & Multimedia,HKD,Equity Securities (Main Board)
6822.HK,KING'S FLAIR,Consumer Cyclical,Furnishings, Fixtures & Appliances,HKD,Equity Securities (Main Board)
6823.HK,HKT-SS,Communication Services,Telecom Services,HKD,Equity Securities (Main Board)
6826.HK,HAOHAI BIOTEC,NaN,NaN,CNY,Equity Securities (Main Board)
6828.HK,BG BLUE SKY,NaN,NaN,HKD,Equity Securities (Main Board)
6829.HK,DRAGON RISE GP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
6830.HK,HUAZHONG IN-V,NaN,NaN,CNY,Equity Securities (Main Board)
6833.HK,SINCO PHARMA,NaN,NaN,HKD,Equity Securities (Main Board)
6836.HK,TIANYUN INT'L,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
6837.HK,HAITONG SEC,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
6838.HK,WINOX,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
6839.HK,YUNNAN WATER,Utilities,Utilities&Regulated Water,CNY,Equity Securities (Main Board)
6855.HK,ASCENTAGE-B,NaN,NaN,HKD,Equity Securities (Main Board)
6858.HK,HONMAGOLF,Consumer Cyclical,Leisure,JPY,Equity Securities (Main Board)
6860.HK,FINGERTANGO,Communication Services,Electronic Gaming & Multimedia,HKD,Equity Securities (Main Board)
6862.HK,HAIDILAO,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
6865.HK,FLAT GLASS,Industrials,Building Products & Equipment,CNY,Equity Securities (Main Board)
6866.HK,ZUOLI M-FIN,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
6868.HK,TENFU,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
6869.HK,YOFC,Technology,Communication Equipment,CNY,Equity Securities (Main Board)
6877.HK,CLSA PREMIUM,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
6878.HK,DIFFER GROUP,Financial Services,Credit Services,CNY,Equity Securities (Main Board)
6880.HK,TEMPUS HOLD,NaN,NaN,HKD,Equity Securities (Main Board)
6881.HK,CGS,Financial Services,Capital Markets,CNY,Equity Securities (Main Board)
6882.HK,EGL HOLDINGS,Consumer Cyclical,Travel Services,HKD,Equity Securities (Main Board)
6885.HK,JINMA ENERGY,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
6886.HK,HTSC,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
6888.HK,FREETECH,Industrials,Infrastructure Operations,HKD,Equity Securities (Main Board)
6889.HK,DYNAM JAPAN,Consumer Cyclical,Gambling,JPY,Equity Securities (Main Board)
6890.HK,KANGLI INT HLDG,Basic Materials,Steel,HKD,Equity Securities (Main Board)
6893.HK,HINSANG GROUP,Consumer Defensive,Household & Personal Products,HKD,Equity Securities (Main Board)
6896.HK,GOLDEN THROAT,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
6898.HK,CHINA ALUMCAN,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
6899.HK,OURGAME,Communication Services,Electronic Gaming & Multimedia,CNY,Equity Securities (Main Board)
6908.HK,HONGGUANG LIGHT,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
6919.HK,RENRUI HR,Industrials,Staffing & Employment Services,HKD,Equity Securities (Main Board)
6928.HK,TOMO HOLDINGS,NaN,NaN,HKD,Equity Securities (Main Board)
6966.HK,C WAN TONG YUAN,NaN,NaN,HKD,Equity Securities (Main Board)
8001.HK,ORIENTSEC INT,NaN,NaN,HKD,Equity Securities (GEM)
8003.HK,GREAT WORLD,NaN,NaN,HKD,Equity Securities (GEM)
8005.HK,YUXING INFOTECH,NaN,NaN,HKD,Equity Securities (GEM)
8006.HK,SINO SPLENDID,NaN,NaN,HKD,Equity Securities (GEM)
8007.HK,GLOBALSTRAT,NaN,NaN,HKD,Equity Securities (GEM)
8009.HK,CHI ENGY HOLD,NaN,NaN,HKD,Equity Securities (GEM)
8011.HK,POLYARD PETRO,NaN,NaN,HKD,Equity Securities (GEM)
8013.HK,ECI TECH,NaN,NaN,HKD,Equity Securities (GEM)
8016.HK,CHANGHONG JH,NaN,NaN,HKD,Equity Securities (GEM)
8017.HK,TRADEGO,NaN,NaN,HKD,Equity Securities (GEM)
8018.HK,FINSOFT FIN,NaN,NaN,HKD,Equity Securities (GEM)
8019.HK,HAO WEN HLDGS,NaN,NaN,CNY,Equity Securities (GEM)
8020.HK,UNITAS HOLD,NaN,NaN,HKD,Equity Securities (GEM)
8021.HK,WLS HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8022.HK,EVERSHINE GP,NaN,NaN,HKD,Equity Securities (GEM)
8023.HK,KWONG MAN KEE,NaN,NaN,HKD,Equity Securities (GEM)
8025.HK,ACR HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8026.HK,CB GLOBAL,NaN,NaN,HKD,Equity Securities (GEM)
8027.HK,KPM HOLDING,NaN,NaN,HKD,Equity Securities (GEM)
8028.HK,TIMELESS,NaN,NaN,HKD,Equity Securities (GEM)
8029.HK,SUN INT'L,NaN,NaN,HKD,Equity Securities (GEM)
8030.HK,FLYING FIN,NaN,NaN,HKD,Equity Securities (GEM)
8031.HK,ETS GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8032.HK,VIVA CHINA,NaN,NaN,HKD,Equity Securities (GEM)
8033.HK,VODATEL NETWORK,NaN,NaN,HKD,Equity Securities (GEM)
8035.HK,JANCO HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8036.HK,EBROKER GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8037.HK,CH BIOTECH SER,NaN,NaN,HKD,Equity Securities (GEM)
8039.HK,KNK HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8040.HK,DCB HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8041.HK,LUXEY INT'L,NaN,NaN,HKD,Equity Securities (GEM)
8042.HK,KOS INTL,NaN,NaN,HKD,Equity Securities (GEM)
8043.HK,ATLINKS,NaN,NaN,EUR,Equity Securities (GEM)
8045.HK,NANDASOFT,NaN,NaN,HKD,Equity Securities (GEM)
8047.HK,CHINAOCEAN FISH,NaN,NaN,HKD,Equity Securities (GEM)
8048.HK,YU TAK INT'L,NaN,NaN,HKD,Equity Securities (GEM)
8049.HK,JILIN CHANGLONG,NaN,NaN,HKD,Equity Securities (GEM)
8050.HK,QUANTUM THINK,NaN,NaN,HKD,Equity Securities (GEM)
8051.HK,CIRCUTECH,NaN,NaN,HKD,Equity Securities (GEM)
8052.HK,LUK HING ENT,NaN,NaN,HKD,Equity Securities (GEM)
8053.HK,PIZU GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8055.HK,CHI E-INFO TECH,NaN,NaN,HKD,Equity Securities (GEM)
8056.HK,LIFE CONCEPTS,NaN,NaN,HKD,Equity Securities (GEM)
8057.HK,MADISON HLDG,NaN,NaN,HKD,Equity Securities (GEM)
8059.HK,GLORY FLAME,NaN,NaN,HKD,Equity Securities (GEM)
8060.HK,GLOBAL LINK,NaN,NaN,HKD,Equity Securities (GEM)
8062.HK,EFT SOLUTIONS,NaN,NaN,HKD,Equity Securities (GEM)
8063.HK,GLOBAL M HLDG,NaN,NaN,HKD,Equity Securities (GEM)
8065.HK,KML TECH,NaN,NaN,HKD,Equity Securities (GEM)
8066.HK,PHOENITRON HOLD,NaN,NaN,HKD,Equity Securities (GEM)
8067.HK,OUC HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8069.HK,WWPKG HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8070.HK,KEEN OCEAN,NaN,NaN,HKD,Equity Securities (GEM)
8071.HK,CH NETCOMTECH,NaN,NaN,HKD,Equity Securities (GEM)
8072.HK,ROMA GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8073.HK,SINGYES NM,NaN,NaN,HKD,Equity Securities (GEM)
8075.HK,MEDIA ASIA,NaN,NaN,HKD,Equity Securities (GEM)
8076.HK,SING LEE,NaN,NaN,HKD,Equity Securities (GEM)
8078.HK,C CREATIVE DIGI,NaN,NaN,HKD,Equity Securities (GEM)
8079.HK,EASY REPAY FIN,NaN,NaN,HKD,Equity Securities (GEM)
8080.HK,NAS HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8081.HK,HANG TAI YUE GP,NaN,NaN,HKD,Equity Securities (GEM)
8082.HK,SUN ENT GP,NaN,NaN,HKD,Equity Securities (GEM)
8083.HK,CHINA YOUZAN,NaN,NaN,HKD,Equity Securities (GEM)
8085.HK,HK LIFE SCI,NaN,NaN,HKD,Equity Securities (GEM)
8086.HK,SINO VISION WW,NaN,NaN,HKD,Equity Securities (GEM)
8087.HK,CHINA 33MEDIA,NaN,NaN,CNY,Equity Securities (GEM)
8088.HK,AID LIFE SCI,NaN,NaN,HKD,Equity Securities (GEM)
8089.HK,CHINESE STRAT,NaN,NaN,HKD,Equity Securities (GEM)
8090.HK,CHI ASSURANCE,NaN,NaN,HKD,Equity Securities (GEM)
8091.HK,OOH HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8092.HK,ITE HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8093.HK,MILLION STARS,NaN,NaN,HKD,Equity Securities (GEM)
8095.HK,BEIDA JADE BIRD,NaN,NaN,HKD,Equity Securities (GEM)
8096.HK,TASTY CONCEPTS,NaN,NaN,HKD,Equity Securities (GEM)
8098.HK,CL GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8100.HK,GET HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8101.HK,EJE HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8103.HK,HMVOD,NaN,NaN,HKD,Equity Securities (GEM)
8105.HK,KINGSLEY EDU,NaN,NaN,HKD,Equity Securities (GEM)
8106.HK,SHENGHUA LANDE,NaN,NaN,HKD,Equity Securities (GEM)
8107.HK,VISION INT HLDG,NaN,NaN,HKD,Equity Securities (GEM)
8108.HK,GRAND PEACE,NaN,NaN,HKD,Equity Securities (GEM)
8109.HK,KIRIN GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8111.HK,CT SOLARPOWER,NaN,NaN,HKD,Equity Securities (GEM)
8112.HK,CORNERSTONE FIN,NaN,NaN,HKD,Equity Securities (GEM)
8113.HK,HI-LEVEL TECH,NaN,NaN,HKD,Equity Securities (GEM)
8115.HK,SHANGHAI QINGPU,NaN,NaN,HKD,Equity Securities (GEM)
8116.HK,C FORTUNE INV,NaN,NaN,HKD,Equity Securities (GEM)
8117.HK,CHI P ENERGY,NaN,NaN,HKD,Equity Securities (GEM)
8118.HK,BORTEX GLOBAL,NaN,NaN,HKD,Equity Securities (GEM)
8119.HK,THIZ TECHNOLOGY,NaN,NaN,HKD,Equity Securities (GEM)
8120.HK,CH DEMETER FIN,NaN,NaN,HKD,Equity Securities (GEM)
8121.HK,GURU ONLINE,NaN,NaN,HKD,Equity Securities (GEM)
8123.HK,SINOFORTUNE FIN,NaN,NaN,HKD,Equity Securities (GEM)
8125.HK,ROYAL CEN RES,NaN,NaN,HKD,Equity Securities (GEM)
8126.HK,G. A. HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8128.HK,CH GEOTHERMAL,NaN,NaN,HKD,Equity Securities (GEM)
8130.HK,DADI INTL GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8131.HK,ABC MULTIACTIVE,NaN,NaN,HKD,Equity Securities (GEM)
8132.HK,CHINAOILGANGRAN,NaN,NaN,HKD,Equity Securities (GEM)
8133.HK,JETE POWER,NaN,NaN,HKD,Equity Securities (GEM)
8135.HK,ZMFY GLASS,NaN,NaN,CNY,Equity Securities (GEM)
8136.HK,IMS GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8137.HK,HONBRIDGE,NaN,NaN,HKD,Equity Securities (GEM)
8139.HK,CHANGAN RH,NaN,NaN,HKD,Equity Securities (GEM)
8140.HK,BOSATECH,NaN,NaN,HKD,Equity Securities (GEM)
8142.HK,TAK LEE MACH,NaN,NaN,HKD,Equity Securities (GEM)
8143.HK,GF HEALTHCARE,NaN,NaN,HKD,Equity Securities (GEM)
8146.HK,GRACEWINE,NaN,NaN,HKD,Equity Securities (GEM)
8147.HK,MILLENNIUM PG,NaN,NaN,HKD,Equity Securities (GEM)
8148.HK,AURUM PACIFIC,NaN,NaN,HKD,Equity Securities (GEM)
8149.HK,ALTUS HLDGS,NaN,NaN,HKD,Equity Securities (GEM)
8150.HK,SEAMLESS GREEN,NaN,NaN,HKD,Equity Securities (GEM)
8151.HK,BAO SHEN HLDGS,NaN,NaN,HKD,Equity Securities (GEM)
8152.HK,M&L HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8153.HK,CODE AGRI,NaN,NaN,HKD,Equity Securities (GEM)
8155.HK,SC ASSETS HLDGS,NaN,NaN,HKD,Equity Securities (GEM)
8156.HK,SINOPHARM TECH,NaN,NaN,HKD,Equity Securities (GEM)
8158.HK,CRMI,NaN,NaN,HKD,Equity Securities (GEM)
8159.HK,GLORY MARK,NaN,NaN,HKD,Equity Securities (GEM)
8160.HK,GOLDWAY EDU,NaN,NaN,HKD,Equity Securities (GEM)
8161.HK,MEDINET GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8162.HK,LOCO HK,NaN,NaN,HKD,Equity Securities (GEM)
8163.HK,MERDEKA FIN,NaN,NaN,HKD,Equity Securities (GEM)
8165.HK,JIAN EPAYMENT,NaN,NaN,USD,Equity Securities (GEM)
8166.HK,CHINA ECO-FARM,NaN,NaN,HKD,Equity Securities (GEM)
8167.HK,NEO TELEMEDIA,NaN,NaN,HKD,Equity Securities (GEM)
8168.HK,AMASSE CAPITAL,NaN,NaN,HKD,Equity Securities (GEM)
8169.HK,ECO-TEK HLDGS,NaN,NaN,HKD,Equity Securities (GEM)
8170.HK,ALL NATION INTL,NaN,NaN,HKD,Equity Securities (GEM)
8171.HK,CHINA TRENDS,NaN,NaN,HKD,Equity Securities (GEM)
8172.HK,LAJIN ENT,NaN,NaN,HKD,Equity Securities (GEM)
8173.HK,UNION ASIA ENT,NaN,NaN,HKD,Equity Securities (GEM)
8175.HK,C DIGITAL CUL,NaN,NaN,HKD,Equity Securities (GEM)
8176.HK,SUPERROBOTICS,NaN,NaN,HKD,Equity Securities (GEM)
8178.HK,CHINA INFO TECH,NaN,NaN,HKD,Equity Securities (GEM)
8179.HK,FOOD IDEA,NaN,NaN,HKD,Equity Securities (GEM)
8181.HK,SHISHI SERVICES,NaN,NaN,HKD,Equity Securities (GEM)
8186.HK,IR RESOURCES,NaN,NaN,HKD,Equity Securities (GEM)
8187.HK,JIMU GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8188.HK,GME GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8189.HK,TEDA BIOMEDICAL,NaN,NaN,CNY,Equity Securities (GEM)
8190.HK,COMBEST HOLD,NaN,NaN,HKD,Equity Securities (GEM)
8191.HK,HONG WEI ASIA,NaN,NaN,HKD,Equity Securities (GEM)
8192.HK,GLOBAL TOKEN,NaN,NaN,HKD,Equity Securities (GEM)
8193.HK,ASIAPAC FIN INV,NaN,NaN,HKD,Equity Securities (GEM)
8195.HK,L&A INTL HOLD,NaN,NaN,HKD,Equity Securities (GEM)
8196.HK,GREAT WATER,NaN,NaN,HKD,Equity Securities (GEM)
8197.HK,BAYTACARE PHARM,NaN,NaN,USD,Equity Securities (GEM)
8198.HK,LOTO INTERACT,NaN,NaN,HKD,Equity Securities (GEM)
8200.HK,SAU SAN TONG,NaN,NaN,HKD,Equity Securities (GEM)
8201.HK,PPS INT'L,NaN,NaN,HKD,Equity Securities (GEM)
8202.HK,INNO-TECH HOLD,NaN,NaN,HKD,Equity Securities (GEM)
8203.HK,KAISUN HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8205.HK,JIAODA WITHUB,NaN,NaN,HKD,Equity Securities (GEM)
8206.HK,S ROBOT EDU,NaN,NaN,HKD,Equity Securities (GEM)
8207.HK,CHONGSING HLDGS,NaN,NaN,CNY,Equity Securities (GEM)
8208.HK,WMCH GLOBAL,NaN,NaN,HKD,Equity Securities (GEM)
8210.HK,DLC ASIA,NaN,NaN,HKD,Equity Securities (GEM)
8211.HK,ZHEJIANG YONGAN,NaN,NaN,HKD,Equity Securities (GEM)
8212.HK,CELEBRATE INT,NaN,NaN,HKD,Equity Securities (GEM)
8213.HK,STARGLORY HLDGS,NaN,NaN,HKD,Equity Securities (GEM)
8215.HK,FIRST CREDIT,NaN,NaN,USD,Equity Securities (GEM)
8216.HK,MAXICITY,NaN,NaN,HKD,Equity Securities (GEM)
8217.HK,LUEN WONG GP,NaN,NaN,HKD,Equity Securities (GEM)
8218.HK,ECHO INT HOLD,NaN,NaN,HKD,Equity Securities (GEM)
8219.HK,HANVEY GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8220.HK,BINGO GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8221.HK,PF GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8222.HK,E LIGHTING,NaN,NaN,HKD,Equity Securities (GEM)
8223.HK,ZYY,NaN,NaN,HKD,Equity Securities (GEM)
8225.HK,C HEALTH GP,NaN,NaN,HKD,Equity Securities (GEM)
8226.HK,KOALA FIN GP,NaN,NaN,HKD,Equity Securities (GEM)
8227.HK,HAITIAN ANTENNA,NaN,NaN,HKD,Equity Securities (GEM)
8228.HK,NATIONAL ARTS,NaN,NaN,HKD,Equity Securities (GEM)
8229.HK,FUTURE DATA,NaN,NaN,HKD,Equity Securities (GEM)
8230.HK,CHINA YU TIAN,NaN,NaN,HKD,Equity Securities (GEM)
8231.HK,PFC DEVICE,NaN,NaN,HKD,Equity Securities (GEM)
8232.HK,CLASSIFIED GP,NaN,NaN,HKD,Equity Securities (GEM)
8235.HK,CCID CONSULTING,NaN,NaN,HKD,Equity Securities (GEM)
8236.HK,POWERLEADER,NaN,NaN,CNY,Equity Securities (GEM)
8237.HK,LINK HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8238.HK,WINTO GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8239.HK,CAPITAL FIN,NaN,NaN,HKD,Equity Securities (GEM)
8241.HK,YING KEE TEA,NaN,NaN,HKD,Equity Securities (GEM)
8242.HK,NEW WESTERN,NaN,NaN,HKD,Equity Securities (GEM)
8243.HK,DAHE MEDIA,NaN,NaN,HKD,Equity Securities (GEM)
8245.HK,ON REAL INT'L,NaN,NaN,HKD,Equity Securities (GEM)
8246.HK,ZHONGHUA GAS,NaN,NaN,HKD,Equity Securities (GEM)
8247.HK,BIOSINO BIO-TEC,NaN,NaN,HKD,Equity Securities (GEM)
8249.HK,RUIYUAN IC TECH,NaN,NaN,HKD,Equity Securities (GEM)
8250.HK,SILK RD ENERGY,NaN,NaN,HKD,Equity Securities (GEM)
8255.HK,CHINA BINARY,NaN,NaN,HKD,Equity Securities (GEM)
8256.HK,NETEL,NaN,NaN,HKD,Equity Securities (GEM)
8257.HK,GENES TECH,NaN,NaN,HKD,Equity Securities (GEM)
8258.HK,NW INDUSTRY,NaN,NaN,HKD,Equity Securities (GEM)
8259.HK,HON CORP,NaN,NaN,HKD,Equity Securities (GEM)
8260.HK,YIN HE HLDGS,NaN,NaN,HKD,Equity Securities (GEM)
8262.HK,SUPER STRONG,NaN,NaN,HKD,Equity Securities (GEM)
8265.HK,CHINA TRUSTFUL,NaN,NaN,HKD,Equity Securities (GEM)
8266.HK,ZHUOXIN INTL,NaN,NaN,HKD,Equity Securities (GEM)
8267.HK,LINEKONG,NaN,NaN,CNY,Equity Securities (GEM)
8268.HK,DESON CONS,NaN,NaN,HKD,Equity Securities (GEM)
8269.HK,WEALTH GLORY,NaN,NaN,HKD,Equity Securities (GEM)
8270.HK,CHINA CBM,NaN,NaN,CNY,Equity Securities (GEM)
8271.HK,GDC,NaN,NaN,HKD,Equity Securities (GEM)
8272.HK,C FOOD&BEV GP,NaN,NaN,HKD,Equity Securities (GEM)
8275.HK,BEAVER GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8277.HK,STEEDORIENTAL,NaN,NaN,HKD,Equity Securities (GEM)
8279.HK,AGTECH HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8280.HK,CDV HOLDINGS,NaN,NaN,CNY,Equity Securities (GEM)
8281.HK,CH GOLD CLASSIC,NaN,NaN,HKD,Equity Securities (GEM)
8282.HK,GAMEONE,NaN,NaN,HKD,Equity Securities (GEM)
8283.HK,ZHENG LI HLDG,NaN,NaN,HKD,Equity Securities (GEM)
8285.HK,SLING GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8286.HK,CCOE,NaN,NaN,HKD,Equity Securities (GEM)
8287.HK,ZIONCOM,NaN,NaN,HKD,Equity Securities (GEM)
8290.HK,AHSAY BACKUP,NaN,NaN,HKD,Equity Securities (GEM)
8291.HK,WAN CHENG METAL,NaN,NaN,HKD,Equity Securities (GEM)
8292.HK,WORLDGATEGLOBAL,NaN,NaN,HKD,Equity Securities (GEM)
8293.HK,SINGASIA HLDG,NaN,NaN,HKD,Equity Securities (GEM)
8295.HK,ZZ CAP INTL,NaN,NaN,HKD,Equity Securities (GEM)
8296.HK,SINO-LIFE GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8297.HK,BODIBRA,NaN,NaN,HKD,Equity Securities (GEM)
8299.HK,GRAND T G GOLD,NaN,NaN,HKD,Equity Securities (GEM)
8300.HK,ROYALCATERING,NaN,NaN,HKD,Equity Securities (GEM)
8301.HK,MINGWAH HI TECH,NaN,NaN,CNY,Equity Securities (GEM)
8305.HK,TONG KEE HLDG,NaN,NaN,HKD,Equity Securities (GEM)
8307.HK,MEDICSKIN,NaN,NaN,HKD,Equity Securities (GEM)
8308.HK,GUDOU HLDGS,NaN,NaN,HKD,Equity Securities (GEM)
8309.HK,MANSHING GLOBAL,NaN,NaN,HKD,Equity Securities (GEM)
8310.HK,DAFENG PORT,NaN,NaN,HKD,Equity Securities (GEM)
8311.HK,PERFECT OPT,NaN,NaN,HKD,Equity Securities (GEM)
8313.HK,ZACD,NaN,NaN,HKD,Equity Securities (GEM)
8315.HK,GREATWALLE INC,NaN,NaN,HKD,Equity Securities (GEM)
8316.HK,PAK WING GP,NaN,NaN,HKD,Equity Securities (GEM)
8317.HK,FINET GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8319.HK,EXPERT SYS,NaN,NaN,HKD,Equity Securities (GEM)
8320.HK,AEC GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8321.HK,TAI KAM HLDGS,NaN,NaN,HKD,Equity Securities (GEM)
8325.HK,CHINA SMARTPAY,NaN,NaN,HKD,Equity Securities (GEM)
8326.HK,TK NEW ENERGY,NaN,NaN,HKD,Equity Securities (GEM)
8328.HK,XINYI HK,NaN,NaN,HKD,Equity Securities (GEM)
8329.HK,NEP INTERLONG,NaN,NaN,HKD,Equity Securities (GEM)
8331.HK,HANGKAN GROUP,NaN,NaN,HKD,Equity Securities (GEM)
8333.HK,ASTRUM FIN,NaN,NaN,HKD,Equity Securities (GEM)
8337.HK,DIRECTEL,NaN,NaN,HKD,Equity Securities (GEM)
8340.HK,VINCO FINANCIAL,NaN,NaN,HKD,Equity Securities (GEM)
8341.HK,AESO HOLDING,NaN,NaN,HKD,Equity Securities (GEM)
8346.HK,TEM HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8347.HK,F8 ENT,NaN,NaN,HKD,Equity Securities (GEM)
8348.HK,BINHAI TEDA,NaN,NaN,HKD,Equity Securities (GEM)
8349.HK,MEIGU TECH,NaN,NaN,HKD,Equity Securities (GEM)
8350.HK,EXCALIBURGLOBAL,NaN,NaN,HKD,Equity Securities (GEM)
8351.HK,LARRY JEWELRY,NaN,NaN,HKD,Equity Securities (GEM)
8353.HK,ANACLE,NaN,NaN,HKD,Equity Securities (GEM)
8356.HK,CNC HOLDINGS,NaN,NaN,HKD,Equity Securities (GEM)
8357.HK,REPUBLIC HC,NaN,NaN,HKD,Equity Securities (GEM)
